LU,2019-11-24 13:30:00,2019-11-24 13:40:00,-0.2106665929158531,-0.7100002288818352,-2.2888183615066282E-7,-0.71000004
LU,2019-11-24 13:50:00,2019-11-24 14:00:00,-0.09066670735677107,-0.5900003433227532,0.11999965667724588,-0.71000004
BE,2019-11-24 13:55:00,2019-11-24 14:05:00,-0.03206827813300528,-0.5599995422363282,0.049999847412109055,-0.6099991896484376
AT,2019-11-24 13:35:00,2019-11-24 13:45:00,-1.0192381722586497,-1.1400001907348631,0.08000003814697276,-1.220000228881836
FR,2019-11-24 13:30:00,2019-11-24 13:40:00,-0.09700002716884448,-2.3700003433227543,1.4900001144409183,-3.8600004577636717
AT,2019-11-24 13:45:00,2019-11-24 13:55:00,0.34668061370495273,1.5258789076710855E-7,0.04000007629394542,-0.03999992370605465
LU,2019-11-24 13:40:00,2019-11-24 13:50:00,-0.2106665929158531,-0.7100002288818352,-2.2888183615066282E-7,-0.71000004
NL,2019-11-24 13:45:00,2019-11-24 13:55:00,-0.3630248532898115,-0.4500004577636716,0.009999771118163636,-0.46000052888183607
CH,2019-11-24 13:35:00,2019-11-24 13:45:00,-0.135333152044387,-0.31000030517578203,0.04000045776367145,-0.35000136293945316
LU,2019-11-24 13:35:00,2019-11-24 13:45:00,-0.2106665929158531,-0.7100002288818352,-2.2888183615066282E-7,-0.71000004
BE,2019-11-24 13:40:00,2019-11-24 13:50:00,-0.11754888693491594,-0.600000457763672,1.3351440397713077E-7,-0.6000003912780763
DE,2019-11-24 13:45:00,2019-11-24 13:55:00,0.04947345613171095,-0.020000114440918537,0.33000003814697276,-0.3500001525878904
AT,2019-11-24 13:30:00,2019-11-24 13:40:00,-1.2199043455578025,-3.7799995803833006,1.9300004196166993,-5.71
BE,2019-11-24 13:45:00,2019-11-24 13:55:00,-0.15037392214232703,-0.600000457763672,1.3351440397713077E-7,-0.6000003912780763
DE,2019-11-24 13:35:00,2019-11-24 13:45:00,-0.17534694000618334,-0.6000000381469732,1.1444091807533141E-7,-0.6000001525878904
FR,2019-11-24 13:40:00,2019-11-24 13:50:00,-0.1117875983396317,-0.059999923706055114,-1.3351440397713077E-7,-0.059999313354492045
NL,2019-11-24 13:50:00,2019-11-24 14:00:00,0.1968889395395923,-0.19000022888183565,0.03000022888183551,-0.220000757763672
AT,2019-11-24 13:40:00,2019-11-24 13:50:00,0.2040951683407748,1.5258789076710855E-7,0.08000003814697276,-0.079999885559082
FR,2019-11-24 13:55:00,2019-11-24 14:05:00,0.19470588693584112,-1.4699997711181645,0.09000001907348665,-1.5599997901916502
NL,2019-11-24 13:35:00,2019-11-24 13:45:00,0.29938882986704485,-0.2599999237060544,0.03000022888183551,-0.29000045258789076
DE,2019-11-24 13:55:00,2019-11-24 14:05:00,0.04777918686956184,3.433227533378158E-7,0.2600001049041749,-0.2599999999999998
